WaterUseSurveyCode|WaterUseSurveyDescription
0275050|EXXON MOBIL CORPORATION-BAYTOWN COMPLEX
0275150|EXXON MOBIL CORPORATION-CLEAR LAKE COMPRESSOR STATION
0275530|EXXON CHEMICAL AMERICAS-BAYTOWN OLEFINS PLANT
0275700|EXXON MOBIL CORPORATION-KELLERS BAY GAS PLANT
0275950|EXXON MOBIL CORPORATION-MARY ELLEN OCONNOR STATION
0139700|CAVINESS PACKING COMPANY INC
0140200|CAYUGA WSC
0140450|CECO CORPORATION
0140860|CEDAR BAYOU WATER SYSTEM
0141040|AQUA PURE-CEDAR OAKS MOBILE HOME COMMUNITY
0141055|CEDAR RIDGE DEEP WELL WATER
0143555|CENTANA PIPELINE COMPANY
0143565|CENTERLINE WSC
0143691|CENTEX CEMENT CORPORATION
0143694|CENTEX COMMUNITY PROGRAM
0143783|MARTIN MARIETTA MATERIALS SOUTHWEST LLC-TEMPLE PLANT
0143795|CENTRAL MACHINE INC
0144040|CENTRAL TEXAS IRON WORKS
0144155|CENTRAL STATES DIVERSIFIED INC
0144200|CENTURY BUILDING
0145080|HOWMET CORPORATION-HILLSBORO PLANT
0146141|CHAMPION TECHNOLOGIES INC
0146480|CHAMPLIN PETROLEUM COMPANY-WARDNER COMPRESSOR STATION
0146993|WEATHERFORD RENTAL TOOLS
0147075|CHANDLER WATER COMPANY
0147407|AQUA TEXAS INC-CHAPARRAL WATER COMPANY
0147410|CHAPARRAL STEEL MIDLOTHIAN LP
0147845|CHIEF CONCRETE
0148006|OXEA
0148027|CHEMTRUSION INC
0148030|CHEROKEE LANDING WATER SYSTEM
0148120|WARREN PETROLEUM COMPANY LP-DIV OF CHEVRON USA INC NORTH SNYDER GAS PLANT
0148150|KINDER MORGAN-WINK WEST STATION
0148160|CHEVRON OIL COMPANY-SHEFFIELD ELLEN CANNON LEASE
0148163|CHEVRON RESOURCE COMPANY-HOBSON URANIUM PLANT
0150610|CITY OF CHINA
0151620|CHINQUAPIN SCHOOL
0152150|CHRISTIAN MANUFCTURING INC
0153216|CLEAR PACK ICE COMPANY
0153284|Inframark-CINCO MUD 6
0153288|CIRCLE B MEAT COMPANY
0153290|ECO RESOURCES-CIRCLE C MUD 3
0153292|ECO RESOURCES-CIRCLE C MUD 1
0153293|ECO RESOURCES-CIRCLE C MUD 4
0153294|CIRCLE Y OF YOAKUM INC-FRONT STREET PLANT
0153296|CIRCLE Y OF YOAKUM INC-WEST MORRIS PLANT
0153300|CITY OF CISCO
0153400|CISTERN WATER WELL COMPANY INC
0154000|WARREN NGL INC
0154550|CITIES SERVICE OIL & GAS CORPORATION-SULPHUR PLANT
0154625|CITIES SERVICE OIL & GAS CORPORATION-WELCH PLANT
0154700|CITIES SERVICE OIL & GAS CORPORATION-PAMPA PLANT
0154750|CITIES SERVICE OIL & GAS CORPORATION-PANOLA GAS PLANT
0154900|CITRUS TRAILER PARK
0156200|CITY OF CLARENDON
0156510|CLARK EQUIPMENT COMPANY
0156535|CLARKS MEAT SERVICE INC
0156551|CLARK & WINFORD MEAT COMPANY
0158960|LAKESHORE UTILITY COMPANY INC-CLEAR CREEK RESORT WATER SYSTEMS
0159850|CLEARVIEW WD
0161205|CLEVEPAK CORPORATION-CONTAINER DIV
0161800|CITY OF CLIFTON
0161818|CLINT & SONS CUSTOM PROCESSING
0163400|CITY OF CLYDE
0163450|MUNICIPAL DISTRICT SERVICES-CNP UTILITY DISTRICT
0163460|CITY OF COAHOMA
0163470|COAST MATERIALS INC
0163500|COASTAL FREEZING HERNDON MARINE
0163800|THE HOUSTON EXPORT COMPANY
0164001|VILLA UTILITIES INC-JULIE ANN VILLA SUBDIVISION
0164150|COASTAL STATES GAS PRODUCTION COMPANY-FALFURRIAS PLANT
0164250|COCA COLA REFRESHMENTS USA INC-UNSPECIFIED SYSTEM/FACILITY
0164260|COCA COLA REFRESHMENTS USA INC-PLAINVIEW PLANT
0164275|COCA COLA REFRESHMENTS USA INC-SAN ANGELO PLANT
0164280|COCA COLA REFRESHMENTS USA INC-UNSPECIFIED SYSTEM/FACILITY
0164282|COCA COLA REFRESHMENTS USA INC-SULPHUR SPRINGS PLANT
0164300|COCA-COLA SOUTHWEST BEVERAGES-SAN ANTONIO PLANT
0164375|COCA COLA REFRESHMENTS USA INC-LEMMON AVENUE PLANT
0164380|COCA COLA REFRESHMENTS USA INC-AUSTIN PLANT
0164450|BEAUMONT COCA COLA BOTTLING COMPANY
0164654|HMW SUD-MEADOWOOD LAZYWOOD SYSTEM
0164800|MONARCH UTILITIES LP-COLDSPRING TERRACE
0168404|COLORADO RIVER MWD-O H IVEY RESERVOIR
0168420|CITY OF BIG SPRING-HOWARD COUNTY FIELD
0168448|COLORADO RIVER MWD-WINKLER COUNTY FIELD
0171200|COLUMBIAN CARBON COMPANY-UNSPECIFIED SYSTEM/FACILITY
0173000|COLUMBIAN CARBON COMPANY-UNSPECIFIED SYSTEM/FACILITY
0173935|COMAL TACKLE COMPANY
0173960|SOUTHERN UTILITIES
0174050|COMANCHE COUNTY WSC-BEATTIE WATER SYSTEM
0174400|MONARCH UTILITIES LP-COMANCHE HARBOR
0176350|TRANE COMPANY
0177315|CONCHO RURAL WATER CORPORATION-THE OAKS SYSTEM
0177800|COMMONWEALTH PUBLIC SERVICE COMPANY
0177920|COMMUNITY UTILITIES INC-ADAM OAKS
0177930|WATER DISTRICT MANAGEMENT COMPANY-PITCAIRN WSC
0178318|MONARCH UTILITIES LP-RANCHO BRAZOS
0178410|MONARCH UTILITIES LP-DENTON CREEK ESTATES
0178445|DUCO INC
0178459|ROCKY POINT SYSTEM
0179100|COMPONENTS INC
0179120|COMPRESSOR SYSTEMS INC
0179150|COMPUADD INC
0179190|COMPUTER CIRCUITRY COMPANY
0179200|VAL VERDE COUNTY WCID
0179301|CONCEPT ENTERPRISES INC
0179350|FORTERRA PIPE & PRECAST - HOUSTON PLANT
0179412|CONOCO INC-PENA CREEK PRODUCTION FIELD
0179416|E I DUPONT DE NEMOURS COMPANY INC
0180210|STROUHAL TIRE INC-WILLIS PLANT
0181303|CONSTRUCTION MODULES INC
0181316|Utility Partners LLC-HIGHLAND RIDGE SUBDIVISION
0181329|Utility Partners LLC-URBAN ACRES
0181331|CONSUMERS WATER INC-WHISPERING OAKS
0181399|CONSUMERS WATER INC-CANEY COLONY SUBDIVISION
0181405|CONSUMERS WATER INC-OAK FOREST
0181500|JEFFERSON & SMURFIT
0181540|CORNING OPTICAL COMMUNICATIONS LLC
0181638|CONTINENTAL BEVERAGE PACKAGING
0181710|CONTINENTAL
0181725|CONTINENTAL COFFEE COMPANY
0182900|Patterson Water Supply-HILLS OF BRIAR OAKS
0183620|CONVEST ENERGY CORPORATION
0183864|COOPER INDUSTRIES INC-OIL TOOL DIV
0183870|COOPERHEAT INC
0184210|AQUA TEXAS INC-CHAPARRAL WATER SYSTEM
0184440|CORESLAB STRUCTURES (TEXAS) INC
0186250|SMURFIT KAPPA ORANCE COUNTY LLC
0186340|CORTLAND CONTAINER CORPORATION
0186400|CORYELL CITY WSD
0186820|CDI ENERGY SERVICES
0186904|COTTON PLUS LTD
0186905|CITY OF COTTONWOOD SHORES
0186908|COTTONWOOD MOBILE HOME COMMUNITY LLC
0187100|COUCH WATER COMPANY-ARLINGTON DIVISION
0187300|COUNCIL CREEK PROPERTIES INC
0187415|COUNTRY CLUB ESTATES
0188060|COUNTRYSIDE MHP
0188069|COUNTRYVIEW ESTATES
0135550|CARR MANUFACTURING COMPANYINC
0136240|CARROLL WATER COMPANY-DE SOTO CLOVER HAVEN ADDITIONS
0136250|CARROLL WSC WELL 4
0137810|CASCO PLASTICS INC
0138395|LA VAQUITA INC
0139650|VLASEK PUMP COMPANY-CANYON SPRINGS WATER WORKS
0140863|CEDAR BEND SUBDIVISION
0141000|CITY OF CEDAR HILL
0141052|D & M WATER SUPPLY
0141060|CS WATER
0142600|CITY OF CELESTE
0143575|CENTER FIXTURE OPERATIONS
0143705|CENTEX MATERIALS LLC BUDA QUARRY
0144030|CENTRAL BOSQUE WSC
0145000|CITY OF CENTERVILLE
0145050|CENTERVILLE WSC
0145700|CERTAIN TEED CORPORATION-UNSPECIFIED HILLSBORO SYSTEM/FACILITY
0145760|IDEAL COMPANY
0145880|ANDERTON CASTINGS LLC
0146050|AMERICAN QUALITY CERAMICS
0146100|RUTH SPRINGS WATER CO OP
0146110|CHAMBERS BROTHERS INC
0146135|CHAMPION COOLER CORPORATION
0146154|CHAMPION HI TECH MANUFACTURING INC
0146175|CHAMPION INTERNATIONAL
0146250|GEORGIA PACIFIC WOOD PRODUCTS
0146500|CCI EAST TEXAS UPSTREAM LLC
0146701|CHAPLINES MHD
0147000|CITY OF CHANDLER
0147076|CHANEY POINT RV PARK
0147400|CITY OF CHANNING
0147499|OMEARA ENGINEERING
0147600|CITY OF CHARLOTTE
0147700|CHATT WSC
0147800|CHATWOOD WATER COMPANY
0147860|SI ENVIRONMENTAL LLC-CHELFORD ONE MUD
0147870|INEOS-CALABRIAN CORPORATION
0147905|CHEMETRON CORPORATION-REGIONAL OPERATIONS CENTER
0147906|CHEMETRON CORPORATION-TUBE TURNS DIV
0148002|MONUMENT CHEMICAL BAYTOWN LLC
0148011|CHEMICAL EXCHANGE INDUSTRIES
0148022|LHOIST NORTH AMERICA INC-MARBLE FALLS PLANT
0148024|LHOIST NORTH AMERICA INC-CLIFTON PLANT
0148029|CHEMTURA CORPORATION
0148042|CHEROKEE STEEL FABRICATORS INC
0148046|B & B WATER WORKS-CHERRY STREET WATER SYSTEM
0148047|MONARCH UTILITIES LP-CHESSWOOD WATER SYSTEM
0148198|CHICKASHAW WATER ASSOCIATION
0148200|CITY OF CHICO
0148300|CHICO CRUSHED STONE INC
0148310|CHILDERS PRODUCTS COMPANY INC
0151600|CHINQUAPIN 1 AND 2
0152250|CHROMALLOY AMERICAN CORPORATION
0152252|TURBOCARE GTS-GEMINI LN PLANT (11241)
0152253|TURBOCARE GTS-GEMINI LANE
0152310|CHROME PLATERS OF HOUSTON
0152970|NOV FGS BURKBURNETT
0153011|ECO RESOURCES-CIBOLO OAKS WATER COMPANY 2 ECO RESOURCES
0153291|ECO RESOURCES-CIRCLE C MUD 2
0153500|CITY OF CITIES MUD
0157050|CITY OF CLARKSVILLE CITY
0158610|C H WSC
0161830|CLOEREN INC ORANGE PLANT
0163494|COASTAL CHEMICAL COMPANY INC
0163495|COASTAL CIRCUITS CORPORATION
0163550|COASTAL PROD & CHEMICALS INC
0164027|ENTERPRISE PRODUCTS OPERATING LP-ALMEDA STATION
0164194|COATS ALOE INTL INC
0164355|COCA COLA REFRESHMENTS USA INC-UNSPECIFIED SYSTEM/FACILITY
0164475|MARYLAND CLUB FOODS INC
0164555|COCHISE VILLAGE INC
0164652|HMW SUD-KIPLING OAKS SEC 2 3 & 4 SYSTEMS
0164653|HMW SUD-ESTATES OF HOLLY LAKE SYSTEM
0164690|CODY COMPANY INC
0164702|CO EX PIPE COMPANY
0165000|CITY OF COLDSPRING
0165500|COLLEGE VIEW MUD
0166605|PROGRESO WSC
0167350|COLUMBIA BRAZORIA ISD
0167900|COLORADO INTERSTATE GAS COMPANY-BIVINS STATION
0168446|COLORADO RIVER MWD-SNYDER WELL FIELD
0174100|MONARCH UTILITIES LP-COMANCHE COVE
0174465|CMI RUBBER COMPANY INC
0177400|COMMODORE COVE IMPROVEMENT DISTRICT
0177884|SOUTHWOOD ESTATES
0177928|OAK MANOR SUBDIVISION-UNSPECIFIED SYSTEM/FACILITY
0177931|Utility Partners LLC-SWEETGUM FOREST SUBDIVISION
0177960|SMITH MANAGEMENT SERVICES-PLOTT ACRES
0178000|COMMUNITY WATER COMPANY-MONTGOMERY GARDENS
0178312|AQUA TEXAS INC-DEER BUTTE SUBDIVISION
0178315|AQUA TEXAS INC-FOREST ACRES GARDENS
0178320|MONARCH UTILITIES LP-HIDEAWAY BAY ESTATES
0178355|AQUA TEXAS INC-SHANGRI LA SUBDIVISION
0178357|COLUMBIA SCIENTIFIC INDUSTRIES
0178365|TRI COUNTY UTILITIES-CLARK ROAD ADDITION
0178380|MONARCH UTILITIES LP-SUNDANCE ADDITION
0178405|CO2 ASSOCIATION INC
0179110|ENDURO COMPOSITE SYSTEM
0179201|COMSOURCE AMERICAN INC
0179300|DUVAL COUNTY CONSERVATION & RECLAMATION DISTRICT-CONCEPCION SYSTEM
0179315|CONCHO PARK INC
0179400|CONCRETE PRODUCTS COMPANY
0179402|CONOCO INC-RAMSEY PLANT
0179406|CONOCO INC-RINCON PLANT
0179500|C G CONN LTD
0180500|CHEM JECT INTERNATIONAL
0181000|CONSOLIDATED ENGRAVERS
0181600|CONTINENTAL BUILDING
0181750|CONTINENTAL ELECTRONICS MANUFACTURING  COMPANY
0181780|CONTINENTAL PRODUCTS OF TEXAS
0182400|CONTINENTAL OIL COMPANY-UNSPECIFIED SYSTEM/FACILITY
0183540|CONTINENTAL STEEL
0183541|CONTINENTAL SULPHUR COMPANY
0183543|CONTINENTAL WATER SYSTEMS
0183546|CONTROL FLOW INC
0183570|CONTROL SPECIALTIES CORPORATION
0183881|SOUTHERN COPPER  INC
0183883|COOPERS WATER SYSTEM
0184220|COPPER STATE RUBBER
0184700|J M CORDELL & SONS INC
0184800|CORINTH WSC
0184910|CORONADO WATER COMPANY
0185600|CORRAL CITY MHP
0186315|CORSICANA DR PEPPER BOTTLING COMPANY
0186330|CORSICANA COMPANY
0186910|COTTONWOOD HILLS
0187000|CITY OF COTULLA
0187350|CAREFREE VALLEY RESORT
0187400|COUNTRY CAMPUS
0187425|COUNTRY CLUB MHE
0188043|COUNTRY OAKS MHP-UNSPECIFIED SYSTEM/FACILITY
0188045|BEXAR MWD-BMWD COUNTRY OAKS MHP
0188190|COVERS ETC  INC
0188740|CPS WATER SYSTEM
0192200|CITY OF CRESSON
0192250|CRESTBROOK MHP
0192710|CREWS PLAATING INC
0192800|CRIMS CHAPEL WSC
0192910|CRITERION PLASTICS INC
0193300|CROCKETT K O A
0193305|CROCKETT RIVER BEND PARK
0193307|WATER NECESSITIES INC-COUNTRY WOOD WATER SYSTEM
0193351|CROMPTON CORPORATION
0193400|CROSBY MUD
0195550|CROWE GULDE CEMENT COMPANY-UNSPECIFIED SYSTEM/FACILITY
0133640|CARGILL INC-NUTRENA FEED
0134661|CARLTON MANUFACTURING INC
0134800|CARNATION COMPANY OF TEXAS
0134960|HOUSTON DAIRY
0135251|CAROLINA MIRROR COMPANY
0135310|E R CARPENTER LP
0135400|CITY OF CARRIZO SPRINGS
0138375|CASSIE SUBDIVISION WATER SYSTEM
0138600|CITY OF CASTROVILLE
0139400|CATARINA WSC
0140435|CREEK WATER UTILITY LLC
0140436|CDC COATING COMPANY
0140866|CEDAR CREEK WATER SUPPLY
0140895|CEDAR CREEK ACRES SUBDIVISION
0140910|CEDAR CREEK WATER COMPANY
0140930|CEDAR CREST COLONY WSC
0140940|AQUA TEXAS INC-CEDAR ESTATES SUBDIVISION WATER COMPANY
0141105|CEDAR STONE OFFICE
0141120|CEDRON CREEK RANCH INC
0141200|CEGO DURANGO WSC
0141300|OQ CHEMICALS CORPORATION
0142000|SOLVAY USA INC-VERNON PLANT
0143580|CENTRAL HEIGHTS WATER SYSTEM CORPORATED
0143605|PROFESSIONAL GENERAL MANAGEMENT SERVICES INC-CENTRAL WASHINGTON COUNTY WSC
0143695|BLUE CHIP ICE COM
0143785|CENTEX READY MIX CONCRETE COMPANY-LAMPASAS QUARRY
0143787|CENTEX PLATING COMPANY INC
0143810|NUECES BAY LLC-NUECES BAY ENERGY CENTER
0143820|NUCOASTAL POWER CORPORATION-LON C HILL POWER PLANT
0143840|NUCOASTAL POWER CORPORATION-J L  BATES POWER STATION
0144000|CENTRAL WCID OF ANGELINA COUNTY
0144310|CENTURY FLIGHT SYSTEMS INC
0145060|LAND O LAKES FARMLAND FEED LLC
0145750|CERTAIN TEED CORPORATION-IDEAL ALUMINUM PRODUCTS PLANT
0146010|CHALK HILL SUD
0146115|CHAMBERS COFWSD 1
0146155|CHAMPION HOME BUILDERS COMPANY
0146280|CHAMPION RUBBER INC
0146400|CHAMPLIN OIL REFINING COMPANY
0146430|CHAMPLIN PETROLEUM COMPANY-COASTAL COMPRESSOR STATAION
0146460|DCP MIDSTREAM-GULF PLAINS PLANT
0146600|CHAPARRAL ESTATES WATER SYSTEM
0146990|WEATHERFORD PRODUCTS
0147420|CHAPARRAL WATER SYSTEM GILLESPIE
0147440|CHAPMANS MHP
0148005|HUNTSMAN INTERNATIONAL LLC
0148010|CHEMICALS INC
0148015|CHEM LAB PRODUCTS INC
0148016|CHEMICAL PROCESS & PRODUCTION  COMPANY
0148019|CHEMILITE CORPORATION
0148021|Harsco/Clean Earth-CHEMICAL RECLAMATION SERVICES LLC
0148041|NO DATA AVAILABLE
0148050|CHESTER WSC
0148194|CHEVRON USA INC-ASPHALT DIVISION
0148305|VULCAN MATERIALS COMPANY-CHICO LIMESTONE INC
0150600|AQUA TEXAS INC-WEST BRAZOS WSC
0152255|PHOENIX ENERGY PRODUCTS INC
0153220|AQUA TEXAS INC-CIMARRON COUNTRY
0153283|Inframark-CINCO MUD 5
0153600|J L  DAVIS GAS COMPANY-ROBSTOWN PLANT
0154250|TRIDENT NGL INC-MYRTLE SPRINGS GAS PLANT
0154275|CITIES SERVICE OIL & GAS CORPORATION-CORPUS BAY PLANT
0154300|WARREN PETROLEUM COMPANY LP-LEHMAN COMPRESSOR STATION
0156500|CLARK AMERICAN INC
0157800|CLAUDE MUNICIPAL WATER SYSTEM
0158600|CLAUSEWITZ WATER SUPPLY
0158800|PROFESSIONAL GENERAL MANAGEMENT SERVICES INC-CLAY WSC
0158970|CLEAR CREEK SHORES SUBDIVISION 1
0159800|CLEAR LAKE SHORES & CLEAR CREEK
0160300|CLEGG SHRIMP COMPANY INC
0161200|CLEVEPAK CORPORATION-MILL DIV
0161832|CLOEREN INC MARSHALL PLANT
0161852|CLOSURES INC
0164195|VALERO REFINING TEXAS LP-CORPUS CHRISTI REFINERY EAST PLANT
0164198|COBB INDUSTRIES INC
0164200|COCA COLA REFRESHMENTS USA INC-UNSPECIFIED SYSTEM/FACILITY
0164205|COCA COLA REFRESHMENTS USA INC-GREENVILLE PLANT
0164215|BROWNSVILLE COCA COLA BOTTLE COMPANY
0164505|COCA COLA REFRESHMENTS USA INC-HALLIBURTON ENERGY SERVICES INC
0164525|COCA COLA REFRESHMENTS USA INC-UNSPECIFIED SYSTEM/FACILITY
0164650|CITY OF COCKRELL HILL
0164660|HMW SUD-COE COUNTRY SYSTEM
0164703|OPTIM ENERGY ALTURA COGEN LLC
0165100|COLE CREEK MANOR SUBDIVISION
0165510|CITY OF COLLEYVILLE
0166020|COASTAL MHC
0167450|COLORADO CITY MANUFACTURING  COMPANY
0168000|COLORADO INTERSTATE GAS COMPANY-FOURWAY PLANT
0168350|COLORADO RIVER CONCRETE INC
0168405|COLORADO RIVER MWD-BEALS & SULPHUR CREEK
0168430|COLORADO RIVER MWD-ODESSA WELL FIELD ECTOR COUNTY FIELD
0169000|COL TEX REFINING COMPANY
0169800|COLUMBIA PACKING COMPANY
0172000|COLUMBIAN CARBON COMPANY-PAMPA PLANT
0172125|CITY OF COOLIDGE
0172200|CITIES SERVICE OIL & GAS CORPORATION-SEAGRAVES PLANT 64
0172700|COLUMBIA INDUSTRIES INC
0172800|COLUMBIAN CARBON COMPANY-UNSPECIFIED SYSTEM/FACILITY
0173800|CITY OF COLUMBUS
0173931|COMAL ISD-BULVERDE ELEMENTARY SCHOOL
0173940|COMAL ISD-MOUNTAIN VALLEY SCHOOL
0175400|KENDALL COUNTY WCID 1
0176200|COMFORT CREAMERY
0176300|CITY OF COMANCHE
0177340|COMMERCIAL BODY CORPORATION
0177380|COMMODORE CORPORATION
0177926|Utility Partners LLC-FOREST MANOR
0177929|FOREST TRAILS SUBDIVISION
0177958|COMMUNITY WATER COMPANY-RETREAT SYSTEM
0178300|COMMUNITY WATER & SEWER CORPORATION-GREEN VALLEY
0178400|AQUA TEXAS INC-TANGLEWOOD ESTATES
0178500|NO DATA AVAILABLE
0178900|MONARCH UTILITIES LP-SAGE BRUSH ESTATES
0179180|COMPUROUTE INC
0179327|CONCORD ROBBINS WSC
0179399|CONGRESS DRIVES INC-ENNIS PLANT
0180195|WATER DISTRICT MANAGEMENT COMPANY-CONROE BAY WATER SEWER SUPPLYCORP
0180600|CONROE CREOSOTING COMPANY
0181098|SIGNICAST LLC
0181300|THE CONSOLIDATED WSC-287 SOUTH SYSTEM
0181305|REDDY ICE EL PASO
0181310|Utility Partners LLC-GREENGATE ACRES SUBDIVISION
0181312|Patton Village Water Co., Inc.-PATTON VILLAGE WEST WATER SYSTEM
0181322|Utility Partners LLC-PIONEER TRAILS
0181328|Utility Partners LLC-TALL CEDARS
0181525|RUSSELL STANLEY CORPORATION
0181610|CONTINENTAL BATTERY MANUFACTURING CORPORTION
0181620|CROWN CORK & SEAL COMPANY INC-SUGAR LAND PLANT
0181635|GREIF  INC
0181645|CONSOLIDATED CONTAINER
0181647|SOUTH TEXAS CAN COMPANY INC
0181728|CONTINENTAL CONVEYOR & EQUIPMENT COMPANY
0181775|LTV ENERGY PRODUCTS-HOUSTON DIVISION
0181800|TRANSPORT LIFE BUILDING
0200395|A 1 UTILITY & CONSTRUCTION SERVICES INC-CITY OF CUT AND SHOOT
0200400|CUT N SHOOT ESTATES
0200475|EAGLE WATER MANAGEMENT INC-CY CHAMP PUD
0201075|CYPRESS BEND
0201910|CYPRESS LAKE GARDENS PROPERTY
0208400|LONE STAR COUNCIL OF CAMPFIRES
0214000|DALLAS POWER LIGHT COMPANY
0214400|BEST MAID PRODUCTS INC
0215251|DAMSON GAS PROCESSING CORPORATION-NUECES PLANT
0215350|DANS MEAT MARKET
0215501|DANIEL INDUSTRIES INC-HOUSTON CONTROL PANEL PLANT
0215631|DATAGRAF INC
0216800|DEADWOOD WSC
0217250|DECKER FOOD COMPANY-DIV OF ARMOUR & COMPANY
0217300|AQUA TEXAS INC-DECATUR ACRES WATER SYSTEM
0218500|DEER SPRINGS WATER
0220800|DEL DIXI FOODS CORPORATION
0220905|DEL MONTE FROZEN FOODS INC
0221610|DELTA CENTRIFUGAL CORPORATION
0221655|DELTA MATERIALS
0221656|DELTA WATER LABS
0222050|DENNING WSC
0222805|TROPHY CLUB MUD 1
0223650|CITY OF DEPORT
0223700|DPT LABORATORIES LTD
0227000|DIAL WSC
0227100|DIALVILLE OAKLAND WSC
0227171|OXY VINYLS LP-HCC BATTLEGROUND PLANT
0227300|DIAMOND SHAMROCK REFINING COMPANY LP-VALERO MCKEE
0229040|TWENTY THIRTY CORPORATION
0229100|DIESEL ENGINE & FABRICATING COMPANY
0230975|TEXAS MOLECULAR-TM DEER PARK SERVICES LP
0231100|BRYCE DIXICO
0231160|DIXIE METALS COMPANY
0231165|KLEAR PAK INC
0231600|CITY OF DODD CITY
0232550|DOGWOOD ESTATES WATER COMPANY
0234000|ENERGY TRANSFER-CARGRAY PLANT
0234265|SCHULENBURG FOODS MART-SCHULENBURG 1315 RUSSEK PLANT
0235600|DOUGHERTY WATER WORKS
0236400|CITY OF DOUGLASSVILLE
0237300|STATION 1
0237358|D & S WATER COMPANY-OAKLAND LAKE SUBDIVISION EAST WEST
0237359|ROCKWOOD PARK ESTATES
0237450|MI DRILLING FLUIDS COMPANY-ALMEDA PLANT
0237590|MI DRILLING FLUIDS COMPANY-MAGCOBAR MINERALS DIV ZAVALLA PLANT
0237690|DRILLTEC REMP & DREYFUSS
0240600|LINDALE RURAL WSC -DC
0240655|DUKE CITY LUMBER
0243800|DURA TECH PROCESSES INC
0243900|NITSCH & SON UTILITY
0244230|DYNAMIC RUBBER PRODUCTS INC
0244245|VALLEY DYNAMO LLC
0246200|TOWN OF EAGLE FORD
0247010|EAGLE MTN SAGINAW ISD-BRYSON
0247019|EAGLE COACH CORPORATION
0247021|EAGLE PETROLEUM CORPORATION-EAGLE THRIFTWAY GAS PLANT
0247058|EAGLE POINT WS
0247400|CITY OF EARLY
0248602|EAST CEDAR CREEK FWSD-EASTWOOD ISLAND
0248608|EAST CEDAR CREEK FWSD-HARBOR POINT
0248610|EAST CEDAR CREEK WATER SYSTEM
0249250|EAST MARION COUNTY WSC
0249601|EASTERN CASS WSC
0249615|TERRA SOUTHWEST-EAST PONDER ESTATES
0249955|CITY OF EAST TAWAKONI-GENERAL DISTRIBUTION SYSTEM
0249960|EAST TEXAS ASPHALT
0250000|EAST TEXAS BAPTIST ENCAMPMENT
0250410|EAST TEXAS POTTERY INC
0250700|TEXAS A & M UNIVERSITY-COMMERCE
0250830|EAST WEST PIPE THREADERS INC
0250921|ECS TEXAS
0250940|ECHO HILLS WATER SYSTEM
0252650|EDDY REFINING COMPANY
0254305|GEORGE R EEDS
0254307|EGC MICROMET
0254328|EISENMAN CHEMICAL COMPANY
0254337|EMERSON PROCESS MANAGEMENT VALVE ACTUATION LLC
0254500|EL CAMINO MOTEL
0255090|EAGLE CREST FOODS INC
0255377|HOWCO OILFIELD SERVICES-YORKTOWN PLANT
0256447|ELECTRONIC TRACKING SYSTEM INC
0256620|ELECTRO COATINGS OF TEXAS INC
0258669|MUNICIPAL DISTRICT SERVICES-FORT BEND COUNTY MUD 165
0259000|Inframark-ELLINGER WSC
0259075|ELKINS LAKE MUD
0259500|CITY OF ELMENDORF
0260000|ELM SHADOWS TRAILER PARK
0260100|EAGLE PASS
0260312|EL PASO APPAREL GROUP
0260315|EL PASO COMMUNITY COLLEGE
0260350|EL PASO CHILE COMPANY
0260500|EL PASO COUNTY WCID 4
0261250|EL PASO ELECTRIC COMPANY-NEWMAN POWER PLANT
0264100|BURLINGTON RESOURCES INC
0264400|EPNG STATION 2
0267150|AQUA PURE-ENCHANTED COVE WATER SYSTEM
0267330|YEGUA WATER COMPANY INC
0267352|AMERICASA AT CYPRESS MEADOWS
0267800|CITY OF ENCINAL
0268500|TOWN OF ENGLISH
0268608|ENSERCH EXPLORATION INC-GILLILAND PLANT
0268615|ENSERCH EXPLORATION INC-GORDON PLANT
0268625|ENVIRONMENTAL EQUIPMENT CORPORATION
0268645|EOG RESOURCES INC-MIDLAND DIVISION
0268794|ERICKSON NETWORK SYSTEMS
0268900|ERNIES ACRES
0268970|ESCO PLASTICS COMPANY
0269600|L 3 COMMUNICATIONS INC-GREENVILLE DIVISION CBN 031
0270750|EVADALE ISD
0270755|EVADALE WCID 1
0271201|EVERGREEN CEMETERY-ALAMEDA LOCATION
0274490|EXXON CHEMICAL AMERICAS-BAYTOWN CHEMICAL PLANT
0274900|ARGOS USA LLC-SOUTH FORT WORTH PLANT 113
0274903|SOUTHERN STAR CONCRETE INC-SAGINAW PLANT 1016
0274915|SAN ANTONIO EXPRESS NEWS
0275350|HEADINGTON OIL COMPANY
0275900|EXXON MOBIL CORPORATION-LOVELL LAKE COMPR STATION
0275975|NO DATA AVAILABLE
0276000|EXXON MOBIL CORPORATION-NECHES GAS PLANT
0276240|EXXON MOBIL CORPORATION-SABINE LAKE GAS PLANT
0276600|DENBURY ONSHORE LLC
0277650|FAIR OAKS WATER COMPANY
0277700|FAIR PLAY WSC
0277800|TOWN OF FAIRVIEW
0278700|FALCON RURAL WSC
0280500|MMIA-FAR HILLS UD
0280846|CONOCO INC-BAILEY GAS PROD PLANT
0280856|PURINA ANIMAL NUTRITION LLC-MCGREGOR PLANT
0282810|CITY OF FATE
0282850|FAULKEY GULLY MUD
0282900|FAYETTE WSC-WEST FACILITY
0282901|FAYETTE WSC-EAST FACLITY
0283400|FEATHER LITE CORPORATION
0284860|FERN BLUFF MUD
0285615|FIBERFLEX INC
